idx,question,gold,retention,k,ans_unpruned,ans_random,ans_papit,ans_distill,acc_unpruned,acc_random,acc_papit,acc_distill
3,What website copyrighted the picture?,"[{'answer': 'foodiebakercom', 'answer_confidence': 'yes', 'answer_id': 1}
 {'answer': 'foodiebakercom', 'answer_confidence': 'yes', 'answer_id': 2}
 {'answer': 'foodiebaker', 'answer_confidence': 'yes', 'answer_id': 3}
 {'answer': 'foodiebakercom', 'answer_confidence': 'yes', 'answer_id': 4}
 {'answer': 'foodiebakercom', 'answer_confidence': 'yes', 'answer_id': 5}
 {'answer': 'http://foodiebakercom', 'answer_confidence': 'yes', 'answer_id': 6}
 {'answer': 'foodiebakercom', 'answer_confidence': 'yes', 'answer_id': 7}
 {'answer': 'foodiebakercom', 'answer_confidence': 'yes', 'answer_id': 8}
 {'answer': 'foodiebakercom', 'answer_confidence': 'yes', 'answer_id': 9}
 {'answer': 'foodiebaker', 'answer_confidence': 'yes', 'answer_id': 10}]",0.5,288,Foodie baker,Foodie,Foodie,Foodie baker,0.0,0.0,0.0,0.0
3,What website copyrighted the picture?,"[{'answer': 'foodiebakercom', 'answer_confidence': 'yes', 'answer_id': 1}
 {'answer': 'foodiebakercom', 'answer_confidence': 'yes', 'answer_id': 2}
 {'answer': 'foodiebaker', 'answer_confidence': 'yes', 'answer_id': 3}
 {'answer': 'foodiebakercom', 'answer_confidence': 'yes', 'answer_id': 4}
 {'answer': 'foodiebakercom', 'answer_confidence': 'yes', 'answer_id': 5}
 {'answer': 'http://foodiebakercom', 'answer_confidence': 'yes', 'answer_id': 6}
 {'answer': 'foodiebakercom', 'answer_confidence': 'yes', 'answer_id': 7}
 {'answer': 'foodiebakercom', 'answer_confidence': 'yes', 'answer_id': 8}
 {'answer': 'foodiebakercom', 'answer_confidence': 'yes', 'answer_id': 9}
 {'answer': 'foodiebaker', 'answer_confidence': 'yes', 'answer_id': 10}]",0.75,432,Foodie baker,Foodie,Foodie,Foodie baker,0.0,0.0,0.0,0.0
4,Is this a creamy soup?,"[{'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 1}
 {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 2}
 {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 3}
 {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 4}
 {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 5}
 {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 6}
 {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 7}
 {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 8}
 {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 9}
 {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 10}]",0.25,144,Yes,No,No,Yes,1.0,1.0,1.0,1.0
4,Is this a creamy soup?,"[{'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 1}
 {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 2}
 {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 3}
 {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 4}
 {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 5}
 {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 6}
 {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 7}
 {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 8}
 {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 9}
 {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 10}]",0.5,288,Yes,No,Yes,Yes,1.0,1.0,1.0,1.0
4,Is this a creamy soup?,"[{'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 1}
 {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 2}
 {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 3}
 {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 4}
 {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 5}
 {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 6}
 {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 7}
 {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 8}
 {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 9}
 {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 10}]",0.75,432,Yes,No,No,No,1.0,1.0,1.0,1.0
5,Is this rice noodle soup?,"[{'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 1}
 {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 2}
 {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 3}
 {'answer': 'yes', 'answer_confidence': 'maybe', 'answer_id': 4}
 {'answer': 'yes', 'answer_confidence': 'maybe', 'answer_id': 5}
 {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 6}
 {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 7}
 {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 8}
 {'answer': 'yes', 'answer_confidence': 'maybe', 'answer_id': 9}
 {'answer': 'yes', 'answer_confidence': 'maybe', 'answer_id': 10}]",0.25,144,Yes,Yes,Yes,Yes,1.0,1.0,1.0,1.0
5,Is this rice noodle soup?,"[{'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 1}
 {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 2}
 {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 3}
 {'answer': 'yes', 'answer_confidence': 'maybe', 'answer_id': 4}
 {'answer': 'yes', 'answer_confidence': 'maybe', 'answer_id': 5}
 {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 6}
 {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 7}
 {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 8}
 {'answer': 'yes', 'answer_confidence': 'maybe', 'answer_id': 9}
 {'answer': 'yes', 'answer_confidence': 'maybe', 'answer_id': 10}]",0.5,288,Yes,Yes,Yes,Yes,1.0,1.0,1.0,1.0
5,Is this rice noodle soup?,"[{'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 1}
 {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 2}
 {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 3}
 {'answer': 'yes', 'answer_confidence': 'maybe', 'answer_id': 4}
 {'answer': 'yes', 'answer_confidence': 'maybe', 'answer_id': 5}
 {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 6}
 {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 7}
 {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 8}
 {'answer': 'yes', 'answer_confidence': 'maybe', 'answer_id': 9}
 {'answer': 'yes', 'answer_confidence': 'maybe', 'answer_id': 10}]",0.75,432,Yes,Yes,Yes,Yes,1.0,1.0,1.0,1.0
6,What is to the right of the soup?,"[{'answer': 'chopsticks', 'answer_confidence': 'yes', 'answer_id': 1}
 {'answer': 'chopsticks', 'answer_confidence': 'yes', 'answer_id': 2}
 {'answer': 'chopsticks', 'answer_confidence': 'yes', 'answer_id': 3}
 {'answer': 'chopsticks', 'answer_confidence': 'yes', 'answer_id': 4}
 {'answer': 'chopsticks', 'answer_confidence': 'yes', 'answer_id': 5}
 {'answer': 'shrimp', 'answer_confidence': 'yes', 'answer_id': 6}
 {'answer': 'chopsticks', 'answer_confidence': 'yes', 'answer_id': 7}
 {'answer': 'chopsticks', 'answer_confidence': 'yes', 'answer_id': 8}
 {'answer': 'chopsticks', 'answer_confidence': 'yes', 'answer_id': 9}
 {'answer': 'chopsticks spoon', 'answer_confidence': 'maybe', 'answer_id': 10}]",0.25,144,Chopsticks,Chopsticks,Shrimp,Chopsticks,1.0,1.0,0.3333333333333333,1.0
6,What is to the right of the soup?,"[{'answer': 'chopsticks', 'answer_confidence': 'yes', 'answer_id': 1}
 {'answer': 'chopsticks', 'answer_confidence': 'yes', 'answer_id': 2}
 {'answer': 'chopsticks', 'answer_confidence': 'yes', 'answer_id': 3}
 {'answer': 'chopsticks', 'answer_confidence': 'yes', 'answer_id': 4}
 {'answer': 'chopsticks', 'answer_confidence': 'yes', 'answer_id': 5}
 {'answer': 'shrimp', 'answer_confidence': 'yes', 'answer_id': 6}
 {'answer': 'chopsticks', 'answer_confidence': 'yes', 'answer_id': 7}
 {'answer': 'chopsticks', 'answer_confidence': 'yes', 'answer_id': 8}
 {'answer': 'chopsticks', 'answer_confidence': 'yes', 'answer_id': 9}
 {'answer': 'chopsticks spoon', 'answer_confidence': 'maybe', 'answer_id': 10}]",0.5,288,Chopsticks,Chopsticks,Chopsticks,Chopsticks,1.0,1.0,1.0,1.0
6,What is to the right of the soup?,"[{'answer': 'chopsticks', 'answer_confidence': 'yes', 'answer_id': 1}
 {'answer': 'chopsticks', 'answer_confidence': 'yes', 'answer_id': 2}
 {'answer': 'chopsticks', 'answer_confidence': 'yes', 'answer_id': 3}
 {'answer': 'chopsticks', 'answer_confidence': 'yes', 'answer_id': 4}
 {'answer': 'chopsticks', 'answer_confidence': 'yes', 'answer_id': 5}
 {'answer': 'shrimp', 'answer_confidence': 'yes', 'answer_id': 6}
 {'answer': 'chopsticks', 'answer_confidence': 'yes', 'answer_id': 7}
 {'answer': 'chopsticks', 'answer_confidence': 'yes', 'answer_id': 8}
 {'answer': 'chopsticks', 'answer_confidence': 'yes', 'answer_id': 9}
 {'answer': 'chopsticks spoon', 'answer_confidence': 'maybe', 'answer_id': 10}]",0.75,432,Chopsticks,Chopsticks,Chopsticks,Chopsticks,1.0,1.0,1.0,1.0
7,What is the man doing in the street?,"[{'answer': 'crossing it', 'answer_confidence': 'yes', 'answer_id': 1}
 {'answer': 'walking', 'answer_confidence': 'yes', 'answer_id': 2}
 {'answer': 'walking', 'answer_confidence': 'yes', 'answer_id': 3}
 {'answer': 'crossing', 'answer_confidence': 'yes', 'answer_id': 4}
 {'answer': 'crossing road', 'answer_confidence': 'yes', 'answer_id': 5}
 {'answer': 'walking', 'answer_confidence': 'yes', 'answer_id': 6}
 {'answer': 'crossing', 'answer_confidence': 'yes', 'answer_id': 7}
 {'answer': 'walking', 'answer_confidence': 'yes', 'answer_id': 8}
 {'answer': 'crossing', 'answer_confidence': 'yes', 'answer_id': 9}
 {'answer': 'walking', 'answer_confidence': 'yes', 'answer_id': 10}]",0.25,144,Walking,Walking,Walking,Walking,1.0,1.0,1.0,1.0
7,What is the man doing in the street?,"[{'answer': 'crossing it', 'answer_confidence': 'yes', 'answer_id': 1}
 {'answer': 'walking', 'answer_confidence': 'yes', 'answer_id': 2}
 {'answer': 'walking', 'answer_confidence': 'yes', 'answer_id': 3}
 {'answer': 'crossing', 'answer_confidence': 'yes', 'answer_id': 4}
 {'answer': 'crossing road', 'answer_confidence': 'yes', 'answer_id': 5}
 {'answer': 'walking', 'answer_confidence': 'yes', 'answer_id': 6}
 {'answer': 'crossing', 'answer_confidence': 'yes', 'answer_id': 7}
 {'answer': 'walking', 'answer_confidence': 'yes', 'answer_id': 8}
 {'answer': 'crossing', 'answer_confidence': 'yes', 'answer_id': 9}
 {'answer': 'walking', 'answer_confidence': 'yes', 'answer_id': 10}]",0.5,288,Walking,Walking,Walking,Walking,1.0,1.0,1.0,1.0
7,What is the man doing in the street?,"[{'answer': 'crossing it', 'answer_confidence': 'yes', 'answer_id': 1}
 {'answer': 'walking', 'answer_confidence': 'yes', 'answer_id': 2}
 {'answer': 'walking', 'answer_confidence': 'yes', 'answer_id': 3}
 {'answer': 'crossing', 'answer_confidence': 'yes', 'answer_id': 4}
 {'answer': 'crossing road', 'answer_confidence': 'yes', 'answer_id': 5}
 {'answer': 'walking', 'answer_confidence': 'yes', 'answer_id': 6}
 {'answer': 'crossing', 'answer_confidence': 'yes', 'answer_id': 7}
 {'answer': 'walking', 'answer_confidence': 'yes', 'answer_id': 8}
 {'answer': 'crossing', 'answer_confidence': 'yes', 'answer_id': 9}
 {'answer': 'walking', 'answer_confidence': 'yes', 'answer_id': 10}]",0.75,432,Walking,Walking,Walking,Walking,1.0,1.0,1.0,1.0
8,How many photo's can you see?,"[{'answer': '1', 'answer_confidence': 'maybe', 'answer_id': 1}
 {'answer': '1', 'answer_confidence': 'yes', 'answer_id': 2}
 {'answer': '4', 'answer_confidence': 'yes', 'answer_id': 3}
 {'answer': '4', 'answer_confidence': 'yes', 'answer_id': 4}
 {'answer': '4', 'answer_confidence': 'maybe', 'answer_id': 5}
 {'answer': '1', 'answer_confidence': 'yes', 'answer_id': 6}
 {'answer': '1', 'answer_confidence': 'yes', 'answer_id': 7}
 {'answer': '4', 'answer_confidence': 'yes', 'answer_id': 8}
 {'answer': '1', 'answer_confidence': 'yes', 'answer_id': 9}
 {'answer': '1', 'answer_confidence': 'maybe', 'answer_id': 10}]",0.25,144,1,1,1,1,1.0,1.0,1.0,1.0
8,How many photo's can you see?,"[{'answer': '1', 'answer_confidence': 'maybe', 'answer_id': 1}
 {'answer': '1', 'answer_confidence': 'yes', 'answer_id': 2}
 {'answer': '4', 'answer_confidence': 'yes', 'answer_id': 3}
 {'answer': '4', 'answer_confidence': 'yes', 'answer_id': 4}
 {'answer': '4', 'answer_confidence': 'maybe', 'answer_id': 5}
 {'answer': '1', 'answer_confidence': 'yes', 'answer_id': 6}
 {'answer': '1', 'answer_confidence': 'yes', 'answer_id': 7}
 {'answer': '4', 'answer_confidence': 'yes', 'answer_id': 8}
 {'answer': '1', 'answer_confidence': 'yes', 'answer_id': 9}
 {'answer': '1', 'answer_confidence': 'maybe', 'answer_id': 10}]",0.5,288,1,1,1,1,1.0,1.0,1.0,1.0
8,How many photo's can you see?,"[{'answer': '1', 'answer_confidence': 'maybe', 'answer_id': 1}
 {'answer': '1', 'answer_confidence': 'yes', 'answer_id': 2}
 {'answer': '4', 'answer_confidence': 'yes', 'answer_id': 3}
 {'answer': '4', 'answer_confidence': 'yes', 'answer_id': 4}
 {'answer': '4', 'answer_confidence': 'maybe', 'answer_id': 5}
 {'answer': '1', 'answer_confidence': 'yes', 'answer_id': 6}
 {'answer': '1', 'answer_confidence': 'yes', 'answer_id': 7}
 {'answer': '4', 'answer_confidence': 'yes', 'answer_id': 8}
 {'answer': '1', 'answer_confidence': 'yes', 'answer_id': 9}
 {'answer': '1', 'answer_confidence': 'maybe', 'answer_id': 10}]",0.75,432,1,1,1,1,1.0,1.0,1.0,1.0
9,What does the truck on the left sell?,"[{'answer': 'ice cream', 'answer_confidence': 'yes', 'answer_id': 1}
 {'answer': 'ice cream', 'answer_confidence': 'yes', 'answer_id': 2}
 {'answer': 'ice cream', 'answer_confidence': 'yes', 'answer_id': 3}
 {'answer': 'ice cream', 'answer_confidence': 'yes', 'answer_id': 4}
 {'answer': 'ice cream', 'answer_confidence': 'yes', 'answer_id': 5}
 {'answer': 'ice cream', 'answer_confidence': 'yes', 'answer_id': 6}
 {'answer': 'ice cream', 'answer_confidence': 'yes', 'answer_id': 7}
 {'answer': 'ice cream', 'answer_confidence': 'yes', 'answer_id': 8}
 {'answer': 'ice cream', 'answer_confidence': 'maybe', 'answer_id': 9}
 {'answer': 'ice cream', 'answer_confidence': 'yes', 'answer_id': 10}]",0.25,144,Ice cream,Ice cream,Ice cream,Ice cream,1.0,1.0,1.0,1.0
9,What does the truck on the left sell?,"[{'answer': 'ice cream', 'answer_confidence': 'yes', 'answer_id': 1}
 {'answer': 'ice cream', 'answer_confidence': 'yes', 'answer_id': 2}
 {'answer': 'ice cream', 'answer_confidence': 'yes', 'answer_id': 3}
 {'answer': 'ice cream', 'answer_confidence': 'yes', 'answer_id': 4}
 {'answer': 'ice cream', 'answer_confidence': 'yes', 'answer_id': 5}
 {'answer': 'ice cream', 'answer_confidence': 'yes', 'answer_id': 6}
 {'answer': 'ice cream', 'answer_confidence': 'yes', 'answer_id': 7}
 {'answer': 'ice cream', 'answer_confidence': 'yes', 'answer_id': 8}
 {'answer': 'ice cream', 'answer_confidence': 'maybe', 'answer_id': 9}
 {'answer': 'ice cream', 'answer_confidence': 'yes', 'answer_id': 10}]",0.5,288,Ice cream,Ice cream,Ice cream,Ice cream,1.0,1.0,1.0,1.0
9,What does the truck on the left sell?,"[{'answer': 'ice cream', 'answer_confidence': 'yes', 'answer_id': 1}
 {'answer': 'ice cream', 'answer_confidence': 'yes', 'answer_id': 2}
 {'answer': 'ice cream', 'answer_confidence': 'yes', 'answer_id': 3}
 {'answer': 'ice cream', 'answer_confidence': 'yes', 'answer_id': 4}
 {'answer': 'ice cream', 'answer_confidence': 'yes', 'answer_id': 5}
 {'answer': 'ice cream', 'answer_confidence': 'yes', 'answer_id': 6}
 {'answer': 'ice cream', 'answer_confidence': 'yes', 'answer_id': 7}
 {'answer': 'ice cream', 'answer_confidence': 'yes', 'answer_id': 8}
 {'answer': 'ice cream', 'answer_confidence': 'maybe', 'answer_id': 9}
 {'answer': 'ice cream', 'answer_confidence': 'yes', 'answer_id': 10}]",0.75,432,Ice cream,Ice cream,Ice cream,Ice cream,1.0,1.0,1.0,1.0
10,Why is there a gap between the roof and wall?,"[{'answer': 'ventilation', 'answer_confidence': 'yes', 'answer_id': 1}
 {'answer': 'provide air', 'answer_confidence': 'yes', 'answer_id': 2}
 {'answer': 'to air out barn from stinky bovines', 'answer_confidence': 'yes', 'answer_id': 3}
 {'answer': 'keep cow safe', 'answer_confidence': 'yes', 'answer_id': 4}
 {'answer': 'airflow', 'answer_confidence': 'yes', 'answer_id': 5}
 {'answer': 'to let sunlight in', 'answer_confidence': 'maybe', 'answer_id': 6}
 {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 7}
 {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 8}
 {'answer': 'for air', 'answer_confidence': 'yes', 'answer_id': 9}
 {'answer': 'air', 'answer_confidence': 'yes', 'answer_id': 10}]",0.25,144,Ventilation,Ventilation,Ventilation,Ventilation,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333
10,Why is there a gap between the roof and wall?,"[{'answer': 'ventilation', 'answer_confidence': 'yes', 'answer_id': 1}
 {'answer': 'provide air', 'answer_confidence': 'yes', 'answer_id': 2}
 {'answer': 'to air out barn from stinky bovines', 'answer_confidence': 'yes', 'answer_id': 3}
 {'answer': 'keep cow safe', 'answer_confidence': 'yes', 'answer_id': 4}
 {'answer': 'airflow', 'answer_confidence': 'yes', 'answer_id': 5}
 {'answer': 'to let sunlight in', 'answer_confidence': 'maybe', 'answer_id': 6}
 {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 7}
 {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 8}
 {'answer': 'for air', 'answer_confidence': 'yes', 'answer_id': 9}
 {'answer': 'air', 'answer_confidence': 'yes', 'answer_id': 10}]",0.5,288,Ventilation,Ventilation,Ventilation,Ventilation,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333
